avg_income	median_age	median_networth
44905	45.2	96830
46830	45.9	64387
50746	45.6	123330
63741	54	228663
61841	49.7	264526
46231	45	39792
85277	52.1	432078
54055	53.1	190463
62632	52.8	230836
48016	43.2	141633
54925	45.6	201465
42792	45.8	112220
64926	45.9	202182
95933	33.3	398382
34833	37.6	12794
42020	49.8	61216
37531	50	44103
46837	38.1	112087
45551	40.1	41687
33535	39.3	42646
41476	52.4	42503
40010	49.4	100000
52309	53.1	172468
60525	43.1	100000
45907	36.5	85567
55626	50.3	237402
61516	49	273738
50266	48.1	178801
49916	49.8	153954
47373	47.2	152314
43923	46.7	148432
47026	46.6	151646
57064	52.2	183824
53840	46	195735
57550	40.6	165004
50999	41.1	144796
46471	44.7	169934
51205	48.8	157651
40423	40.7	108032
43856	35.5	121844
48592	48.3	164282
56938	45.1	237931
38426	44.1	98689
54751	54.7	181584
48701	47.5	123566
50142	40.8	98379
44769	40.9	80380
39191	31.8	43850
63749	35.4	122107
40233	41.3	54150
51590	40	70657
48181	46.4	122150
46206	45.8	159948
42763	39	88223
46720	46.6	151150
50027	45.9	150649
56088	47.6	163276
59219	48.2	238291
38123	50.6	42235
38188	33.8	31639
41653	40.5	103580
37757	47.3	32111
58127	39	218731
44366	36.1	38291
46058	43.8	69261
44998	42.3	63862
66865	48.2	288095
56649	42.4	193652
41937	31.8	13364
48419	50.5	206205
52085	43.6	160221
51631	41.5	141788
45463	44.1	139578
45676	50.4	92161
50602	43.6	157913
47997	46	102484
49329	45.5	161360
41503	36	45610
46787	45.5	106440
43252	42.4	63988
43003	50.3	150300
43588	48.8	98503
63614	49.6	156100
40668	51	102003
45914	55.4	162967
51866	55.2	155818
42510	49	103481
48786	34.5	114208
39994	48.2	132267
44782	40.8	121983
48445	36.4	97336
40559	49.3	72263
33560	32.9	19238
30173	31.5	14078
18169	45.1	8815
29236	37.4	14625
32427	32.9	58636
37684	42.6	111403
33608	33.5	15579
38722	33.3	26436
36421	36.2	38798
43668	39	123507
38095	30.8	28180
58366	55.8	244851
59221	49	245661
58957	45.6	148873
35010	31.8	33100
40976	42.5	61652
93574	50.5	283226
42470	40.7	35869
45867	53.3	139332
44754	38.2	85664
39058	35.4	31611
46612	47.1	161430
48498	43.7	129431
67746	49	303088
30105	36.2	11437
52202	44.8	166319
53505	43.1	206542
45722	44.4	36416
56525	49.3	223577
69276	41.8	185945
57964	41.4	125099
49501	44.5	49387
58281	38.9	168208
48893	36	69005
50059	42.9	170685
77421	46	340701
54307	44.3	164524
55702	43	204997
56866	46.1	241909
43596	40.8	128075
55791	44.2	184557
66526	43.6	217408
42887	44.6	84729
59593	50.4	297179
61295	46.2	253138
60833	46.4	296953
56643	39.8	158293
43538	42.6	95096
53372	45.4	140685
45531	46.4	156136
45811	45.9	118645
49608	46.3	171711
53936	40.2	168807
44620	46.3	144597
63182	48.2	189877
43350	42.1	102904
41952	36.6	53990
61926	42	187720
46137	34.3	110939
56198	32.3	83920
39861	29.1	19754
31653	34.1	13362
42694	31.8	67736
54186	47.7	152830
39760	49.3	133787
53058	39.8	153295
49448	44.4	134890
59249	38.7	156968
91594	38.6	445148
64908	40	217852
58243	47.6	201962
67086	45	254450
40791	33.6	57755
44524	34.9	82893
38467	33.7	14500
42325	42.4	42141
36317	32	29570
30961	31.3	14318
43068	31.9	71435
63194	45	212788
58671	47.1	206768
73496	46.2	335157
41985	41.9	90999
51812	37.6	113195
55265	41.9	109787
54956	39.8	33943
63207	38.4	113169
75056	29.6	132272
107642	34	500001
104372	33	490187
109666	35.8	500001
110106	37.8	500001
184127	39	500001
95076	35	365275
72257	31.4	186185
65437	33.1	187894
85262	31.7	285240
53640	27.8	33145
61519	28.7	77999
74384	36	203631
68009	34.1	133754
56546	25.7	13150
100646	49.1	446856
73509	35	153126
75749	35.4	322218
59350	36.5	178386
90007	46	380466
81374	41.4	322135
48660	46.1	151367
38808	45.7	120757
52027	36.1	137179
34437	44.4	21257
52183	43	70030
57588	29.5	122997
49258	38.2	119010
39704	32.1	43328
42996	42.4	77078
49047	46.1	142887
48897	47.2	117453
37062	43.5	41915
39912	34	13399
50730	22.7	104875
29135	42.2	21738
25260	38.7	13338
57202	45.6	197039
54015	38	136739
61661	35.5	204354
50037	42.9	131083
56478	47.4	146078
57166	43.4	158393
62146	46.2	247171
47838	45	57966
58681	40.2	150825
47234	40.5	114072
42590	37.1	51457
40171	38.8	38289
57396	44.1	146553
103995	39.5	319349
42786	43.9	127850
59266	49.3	279015
50664	39.8	128697
55994	48.4	177862
38094	39.2	21524
39402	34.3	59921
38760	34.2	14620
28913	61.2	26272
44973	40.5	110618
39770	32.5	29794
28555	33.1	13264
26201	37.2	14037
29858	32.4	12964
23765	29	10539
27914	30.3	11314
42109	32.5	70706
37787	41.7	91827
41133	34.6	55824
28982	32.2	14900
43458	46.3	147222
34688	43.4	84807
46884	38	94826
42047	36.6	131553
46503	36.3	101237
52352	48.6	138667
53592	54	179891
43026	41.8	136699
37439	41.5	33861
62939	48.7	239691
61161	54.3	186639
48978	48	101605
36865	41.3	36468
62294	43.7	227796
64868	47.5	263119
48344	43.7	129889
52427	50.5	123289
59343	43.7	213972
50002	38.2	85436
47788	44.6	153082
55825	51.4	184491
66438	43.7	131017
60907	49	246293
50753	45.1	157402
75623	52.5	351964
56448	42.8	176363
45746	43.8	154966
65297	49.1	269200
57435	47.4	184133
43984	49.3	144374
41479	48.9	50637
56064	41.6	113716
55647	48	204921
41866	39.3	45045
42243	38.8	54880
41422	44.2	61265
53010	45.8	176823
67434	57.3	285422
71892	52.2	282128
78372	63.7	500001
67780	55.9	169760
72724	64.5	317261
51799	53.9	119130
29570	31	11188
18695	39.5	8592
25747	30.3	9156
46184	37.6	85013
41719	41.6	68168
35799	32.6	47159
34945	35.4	68362
39467	61.6	68132
31974	33.8	32747
35484	31.8	29704
27664	34.5	11365
29261	28.8	10795
36426	32.3	44050
29472	30.5	10981
59069	27.3	186815
46166	22.1	64769
40893	24.6	10523
42955	28.8	39431
32848	29.4	11494
46385	37.5	19116
47519	37.3	150794
48196	31.8	41920
83558	65.1	302264
83870	43.1	296319
58467	43.4	220997
58725	38.7	161069
59827	50.6	229717
100581	46.3	500001
52593	50.3	184778
44413	37.4	138205
50363	29.5	112558
48331	25	157598
78976	41.4	261028
56331	43.9	188730
50034	46.9	227473
37573	35.7	35000
37477	34.9	37975
52503	50	206740
46384	47.8	166761
90974	46.1	500001
69350	42.5	166781
43749	44.1	59126
40272	55.2	103222
45107	41.7	60520
38255	44.2	20257
35136	53.2	24274
66899	42.1	286999
63797	43	189726
56824	40.6	206968
48545	38.4	59317
48867	40.9	161635
37895	44.5	81595
38715	45.5	98543
46247	47.9	147215
49055	49.8	172521
43853	42	121298
69295	45.5	270096
71688	35.6	273329
54552	45.1	147839
84642	39.9	367024
65072	44.1	268527
75761	35.4	309878
75948	43	291066
70637	34.8	166738
57986	34.7	178756
57164	35.2	176303
63894	40.8	196621
53002	41.8	179838
50313	37.2	126849
50763	40.3	163428
51130	43	162519
56998	41.6	210504
45411	44.5	69895
56896	36.5	124337
41967	34.2	78733
47921	44.1	136973
58969	55.8	260241
55965	44.9	208819
59175	45.3	256903
64554	41.2	270468
55289	46.5	160476
44863	47.5	150811
55006	51.4	186517
69221	44.6	199263
33423	26.4	14665
32861	48.1	53115
46633	44.8	106965
59636	35	137706
61552	42.4	208976
54109	41.1	97543
45403	38.6	92338
43949	38.3	65341
37972	40.4	21375
44738	53.1	126795
39695	25.6	14806
60249	45.8	169267
47741	46.3	115053
38392	47	78492
54167	43.5	156330
56580	46.1	185749
51712	41.7	112439
32123	36.7	14642
51776	49	136256
48986	57.1	92532
30126	44.7	14745
33673	35.7	46316
54548	46.3	183412
42093	46.5	79247
42768	46.5	123557
54574	45.8	188344
44313	46.6	97501
51497	43.8	144426
47027	47.6	148833
57896	49.2	229146
51891	49.4	142264
43646	39.9	153879
48899	44.6	124734
66066	43.8	157852
59907	41.3	208937
55336	45.8	171900
57879	47.1	211026
41536	40.8	81847
38004	34.5	56160
50322	47.9	67269
32486	38.5	59789
29325	55	17998
55941	44.6	108509
46884	35.3	93087
34176	53.4	37281
41533	47.2	26029
53312	49.4	209907
50143	45.7	151817
53505	50.6	167940
53101	45.4	154543
53053	44.6	179428
39456	33.3	27521
48476	45.3	94186
45896	39.2	94244
50252	39.2	147943
50581	43.8	135796
50770	43.8	153960
54660	48.6	178384
47834	48.9	125589
53901	47	165127
50773	44	92274
46274	43.6	76550
37295	41.8	24999
54962	44	140835
56670	44.8	164748
50295	46.2	141329
52685	40.3	136125
42028	37.9	61234
52681	51.3	101575
52670	45.5	119845
49047	51.3	69909
52078	49.8	108673
46331	48.4	121600
42761	50.5	96059
77818	42.8	279387
56480	43	229273
57131	46.7	216724
49620	45.3	141622
53677	42	162972
46981	48	165384
67723	42.7	235216
51569	46.4	180982
48301	44.7	101204
56933	42.2	246279
62160	47.7	207316
54590	44.1	161156
61403	46.5	258367
65737	51.7	272741
51967	44.7	102903
46367	44.2	109970
50844	46.9	178113
51067	48.2	192500
38975	44.2	82254
37363	46.1	40125
47704	42.4	119448
50883	40	128062
48230	47.6	143341
68476	48.4	160333
54209	41.3	144380
57183	47	159933
56116	41.9	159158
51042	40.2	90084
42199	34.5	41641
42254	42.5	53174
54099	48.6	92478
68293	47.1	215952
47127	46.5	63596
52442	36.6	125851
39278	37	43548
37500	36	36874
50435	46.5	116451
41622	48	70415
55061	49	166269
47569	47.3	155959
55472	35.5	126151
61188	49.6	248313
60461	46.5	195049
52898	41.6	140494
57286	50	193575
65196	46.6	230432
52558	50.6	220120
46625	49.8	115620
51061	40.1	150000
43201	49.1	133728
49214	45.9	146247
46997	40.9	150791
45277	47.7	120309
59001	44.7	172108
51688	50.7	163787
37658	34.8	15133
44523	47.2	104787
36643	56	24774
54701	40	138528
57792	38.8	169979
53341	50.5	194293
49450	24.8	50000
59902	44.4	165131
46961	43.8	119698
51114	43.5	147283
78210	51.3	323610
56893	40.4	133990
49281	49	117707
45399	45.4	135949
47261	48.5	116120
57616	45.8	174364
37528	33.9	36146
41908	46.7	99204
51430	45.7	119706
47925	47.3	155974
57026	48.1	221614
58204	44.5	221540
42044	46.5	65201
55228	44.5	180095
44761	38.5	54379
65803	40.6	248388
31791	37.4	13235
43983	41.8	69191
51994	46.4	112178
63593	43	273230
57503	45.1	186911
44497	40.1	63073
61600	44.2	177635
45481	44.5	108862
46798	46.5	115104
64177	45.9	237585
50875	48.1	147157
48172	31.6	54630
44289	38.8	29080
38394	39.8	19532
54778	38.8	94248
68301	40.2	208675
38100	50.5	27069
40234	36.3	20346
65754	44.3	239205
37231	35.3	35593
53161	43.2	151659
36544	38.6	43444
48565	42.3	91201
56776	42.3	182890
37977	37.1	55390
45389	42.9	124606
48144	49.7	153935
55989	46.7	193662
48818	41.4	155878
48879	42.9	133259
52699	45.5	185175
44341	45.7	98024
51748	42.6	190949
66028	44.5	207570
54354	45.9	115455
44710	50.7	146995
42437	43.7	92831
53422	41.8	122886
55310	39.2	144985
47916	41	131360
51942	51.3	105628
44228	40.9	55626
51380	43.7	137725
51136	45.6	122031
46190	46.2	114881
54751	46	139602
46680	45.8	73455
57163	47.7	196352
51575	46.4	128781
62547	48.7	236515
48955	46.6	155320
95448	42.3	276322
78035	48	292210
56446	43.6	209853
48471	43.9	117051
44658	40.4	70398
44349	41.3	116993
45886	42.8	98920
54578	46.8	210649
57766	41.2	129785
70306	42.8	289110
68842	43.2	193016
53609	37.1	128407
47811	48.2	131898
46322	46.3	131814
44057	48	118883
62139	51	261073
83544	49	316369
56635	43.6	197085
70390	45.6	248449
41429	47.8	108129
59078	46.8	166874
46348	46	109530
54801	40	136602
79101	47.2	290812
43393	41.8	68139
65825	46.9	243864
49812	50.1	126955
27827	47	11446
42331	50	119723
38357	40.6	36809
56016	46.6	125926
32651	45.3	85035
30051	31.9	17076
30621	34.8	14497
38920	44.3	53005
55325	45.9	114474
58622	49.9	254877
61450	44.7	174491
78285	47.8	224851
49679	37.2	107137
70925	45.1	263862
73550	47.5	309855
41428	40.8	64033
55363	46.5	167844
43328	42.6	101340
48709	46.1	82028
50664	47.3	77609
40924	40.6	57601
43867	39.8	32970
32765	41.2	31175
40260	38.6	17438
35020	41.4	20073
37647	38.3	88278
36650	56.1	21168
53139	41.1	137490
52604	42.1	97068
47658	36.1	88547
62327	44.7	193508
51204	40.3	103700
47004	39.3	148899
68287	46.9	238745
49639	34.3	85270
65185	40.9	263804
64936	47.5	208810
46542	39.9	95940
49689	40.5	149363
56382	44.3	193985
54574	44.9	207685
70683	40.7	288149
53351	48.5	123946
40371	42.4	101026
65382	27.1	220724
55390	43.8	179551
45007	44.9	87842
49185	52.4	105370
29729	44.5	12297
44040	42.8	47492
32588	35.2	14972
53089	47.9	111160
57512	53	129050
43552	55.7	28322
45019	44.8	37171
82792	45.2	284667
45385	22	14975
48593	29.8	17251
36746	30.5	12008
53853	36.3	110960
30536	29.5	9479
39807	33.1	18456
70553	35	214797
81084	37.9	229600
46338	30	13560
43827	46.7	60675
35760	29.7	10603
37125	31.3	11369
25659	29.1	8546
45954	31.3	29634
111866	41.5	500001
48374	27.9	13465
62663	29.4	11527
67008	32.6	101021
35116	27.6	10950
54031	32.9	29920
51185	27.7	14558
31943	25.4	10103
34711	27	10897
34090	23.9	10375
27859	23.2	8731
73797	43.8	248223
58672	31.9	68820
75289	48.7	325745
71940	43.3	334109
60565	40.6	213991
57643	35.8	67588
54144	42.1	105426
48117	38.9	65019
64276	39.6	158622
27780	22.6	8433
27683	22.6	8527
28004	22.9	8602
33074	23.2	9840
48214	36.7	112634
50480	40.3	105453
35391	26.5	13204
37885	31	13694
40920	33.2	31930
46210	31.7	24123
41242	29.4	13968
23430	20.9	8256
65733	24.8	22987
61876	19.8	13660
80915	47.9	422196
61049	36.4	167838
87403	50.7	500001
106779	50.6	500001
79000	43.5	330495
90652	46.5	500001
99445	46	500001
47923	41.2	131387
53682	38.5	137353
65127	31.3	89913
59353	33.5	109588
97260	40.2	500001
60021	32.2	69327
61389	32.2	127090
55484	29	128605
56037	34.8	152232
68726	48.1	316767
39729	35	50000
46051	41.8	107545
62788	38.7	118393
71262	38.6	223657
61152	47.5	239729
54628	38.3	95266
61799	44.6	205178
48325	44.1	147229
50607	43.4	157447
51529	39.9	128413
43901	37.9	52435
48214	40.8	60237
49533	46.3	121418
52004	48.4	123125
59640	46.1	250434
50469	43.6	98742
60247	47.1	274180
37984	45.8	78522
41743	46.2	92801
47722	46.1	137814
47571	43.9	130484
44538	37.7	98504
50825	55.6	113460
38759	42.8	69609
46968	42.6	129761
52107	42	173273
54698	49.1	164304
45327	45.1	104553
54930	45.8	199197
48812	47.7	151741
32367	47.8	45584
41093	43.4	82199
52540	41.8	136326
43377	49.6	100000
40734	47	97030
44758	43.8	102470
42047	39.2	81986
59385	50.6	212338
56468	50.1	194228
35284	49.3	83034
43014	49.7	150566
46867	50.9	180447
58012	44.1	198957
48046	48	148874
41943	45.7	147751
43982	46.6	105830
45408	46.3	162373
72914	42.6	176163
34186	42.4	19446
61732	52.8	129336
67540	49.5	194348
43829	46.2	91694
54823	45.4	258072
74399	46.1	263142
57897	40.6	153586
40637	48.5	58433
48051	49.1	157406
33346	41.9	55160
39926	46.3	79460
34785	35.2	22491
48634	34.8	54232
34781	43.9	26069
36206	37.3	39923
58999	50.5	252969
47285	47.7	161155
56509	50.3	223797
51555	45.3	115325
54982	47	179698
44962	47.1	108647
60021	45.7	198837
49766	42.6	91714
51746	45.1	174602
43953	49.6	136169
47762	51.1	143718
50955	50.6	154267
45066	42.8	46327
58671	47.1	260010
37987	34.5	50000
21786	50.9	10896
30101	40.8	21204
38120	31.4	23963
36819	31.7	12401
38602	41.1	14958
36769	39.8	65950
31789	33	29420
31354	35.3	14935
41478	40.4	80384
44301	47.5	105994
51523	40.7	135151
71723	37.9	246495
36354	34.1	32343
71650	48.3	257374
80444	38.1	333007
40406	40.4	105931
41654	29.6	13312
42345	37.6	85694
62973	40	138659
73943	33.9	214206
112367	40.2	500001
67320	35	287926
119657	37.5	500001
91657	44.4	500001
84788	40.7	428116
74260	34.8	229703
60096	34.1	165002
58101	36.8	64404
38771	26.4	11117
47036	37.6	66998
50038	33	35438
50016	41.8	82132
61060	42.5	292413
61458	44.9	317766
57595	37.8	270677
44741	36.6	94656
45887	42.3	109440
51294	38.5	121992
47715	40.3	69882
63682	35.6	70430
41311	45.3	52047
64858	39.9	229754
41354	38.7	42274
37552	37.9	19011
52621	41.5	218635
40061	29.9	13404
46669	34.8	74537
39645	38.2	46077
46820	33.4	90001
74559	48.4	365948
50165	28.1	71656
93734	47.4	500001
112686	55.1	500001
50831	38.1	62799
108989	42.9	500001
63230	41.3	166671
78506	37	343771
66405	37	281758
51126	38.8	197674
46229	35.8	75000
45204	40.5	155099
54039	45.2	85311
31765	30.9	11614
29866	35.4	11853
45838	52.7	157004
50766	39.8	95272
58109	42.1	231740
61096	38.1	66403
52267	33.4	88861
38031	37.2	109847
39225	32.9	40309
35480	35.8	25991
37495	35.3	21893
49614	27.6	15749
39649	36.8	63243
34508	33.2	19192
41258	36.2	89517
52036	45	222792
44456	39.4	21078
94338	55.6	480075
94253	48.3	475785
61149	36.4	223217
55437	40.6	159815
76774	51.1	434784
100658	48.1	500001
71521	38.9	157811
64793	36.3	232715
33116	30.4	13509
88590	39.4	410471
31669	29.9	13591
36423	33.6	16158
54273	34.4	84567
40713	39	28900
33403	33.2	13360
26324	21.6	11714
21985	40.3	9510
32627	43	10446
30757	30.7	10913
36530	33.3	25278
37346	33.9	19295
54265	36.4	158902
45846	44	135171
43101	39.5	95615
46836	35.1	86716
47009	38.7	141899
44712	38.1	67687
42487	35.4	70798
32597	37.2	29195
38988	40.1	73774
35146	33.5	12585
40732	37	48800
28549	31.8	12196
23341	53.1	9227
46806	43	121044
51310	39.7	98485
58585	41.4	172823
48781	40.2	166192
51288	45.5	179497
35467	32.8	15881
41183	32.1	23476
67375	37.8	287022
53096	35.5	111862
48199	34.9	103427
35268	24	12838
33193	23.8	15801
35510	22.9	11719
59267	44.3	184395
57516	43.6	204761
48770	36.8	120402
53619	39.5	185354
63563	36.1	231705
57446	42.6	142620
61089	40.3	201132
58036	49.1	241776
42997	42.2	79851
61274	47.6	264957
44454	41.2	97920
48486	39	99782
74970	50	342666
79917	47.3	376643
82259	38.4	394581
74991	42.2	316665
77609	41.2	314119
66870	36.4	174851
59510	40.6	138878
66120	22.3	182097
55469	37	135046
59508	36.6	156794
52335	40	179670
47217	38	139138
45300	45.6	91961
49841	45.1	126707
61253	43.5	221644
37944	33	16019
52998	41.4	130651
54177	42.5	206731
42876	40.2	113876
44226	33.1	115971
50543	42.9	141491
37362	37.6	36238
38113	42	72097
46350	48.9	148114
53331	44	191548
46096	50.3	153995
47550	46.4	150000
51387	44.7	127948
28559	46.9	22936
32523	43.2	13095
44299	39.2	78880
39195	42.5	39544
45508	42.4	142375
42477	48.9	157980
48581	44.5	150616
47977	39	128095
56417	51.7	172966
53956	36.3	207179
50169	38	103523
56392	35.6	250000
55015	35.8	160089
54849	38.5	199159
47882	43.9	152783
59963	30	157741
53999	35.2	181755
56091	35.7	145858
76406	43.5	304859
61803	41.7	176969
81394	44.9	362449
47885	38.2	72207
35000	41.2	17612
46182	35.6	71305
47639	38.9	78712
75752	43.1	252425
57424	37.5	148747
67083	44.2	259869
48183	45.4	155549
43711	38.9	67452
61754	45.5	193150
56325	44.7	169403
54803	43.1	202590
52752	38.9	115991
54205	40.7	176118
50320	43.7	138035
47886	46.5	172305
58276	47.9	187914
55673	43.7	160065
54958	35.4	62257
44478	36.6	72445
50325	32.3	91120
41859	45.4	21673
40998	36.1	40217
29436	29.2	11727
30756	36.2	12963
45701	24.3	98743
48747	39.9	75823
35802	34.9	19075
35425	39.6	24637
78116	44.5	355136
70788	36.7	280512
62405	45.2	219430
58106	36.4	110364
45040	37.7	83753
45929	37	62072
78178	41.9	353967
56876	42.8	115290
57131	44.9	117601
64518	37.5	118372
48836	35.9	54185
52622	21.4	108901
55548	24.3	88550
42210	50.7	36201
49949	44.6	84518
54247	48.1	133068
52482	39.4	127047
69529	42.1	259735
40693	48.8	57865
39643	36.4	51025
34609	35	29115
33665	37.4	16886
51843	43.3	185011
39893	39.9	98337
51983	41.2	166240
50757	44.6	137429
48306	43.6	126648
45929	42.5	142793
59044	50	256464
51135	46.9	153260
62161	51.5	250000
51981	40.2	168415
49192	39.3	102921
49989	48.2	171423
66803	40.7	153383
71905	43.4	251891
50442	36.5	113444
60966	45.8	243826
55158	44.8	175701
43330	43.4	79836
56865	44.1	272575
58133	46.9	223759
42061	42.9	101877
35997	33.8	11022
28842	27.7	15569
29129	28	14574
33427	28.5	19639
37967	31.2	15924
27250	28.1	10706
32283	30.7	12301
39620	33.7	48844
47090	39.2	150000
47157	43.9	84872
50195	55.6	164334
50248	34.5	142322
40896	32.2	25391
57192	42.6	199358
93818	54.6	483473
54970	53.4	259360
52975	40.5	159100
55667	56.3	72993
49873	49.6	128697
32408	28.9	12714
37894	32.6	62276
40408	33.6	107059
43723	35	137281
45542	50.3	152684
63728	33.9	124876
47356	38.7	90596
52097	48	145605
46415	46.8	135519
49341	43.9	146407
47510	42.3	85354
50079	44.8	124748
85219	42.2	320096
70328	46.4	316033
63036	43.7	261895
54975	32.5	117676
41573	35.2	51189
63533	42.7	176387
49532	41.9	79340
34544	47.8	14259
47249	43.4	156838
44877	48.2	142245
45505	47.8	145253
44947	29.1	97636
58153	45.9	216283
60313	46.1	254179
47009	47.7	124381
55266	45.3	198551
43222	52.1	82413
32421	46.4	73144
49389	45.2	123722
38494	38.5	46814
51708	47.6	143265
48383	44.9	103739
50468	52.7	151808
58684	48	174317
45321	50.1	99281
45275	53.1	82465
29638	38.9	19887
45704	44.9	66084
35673	43.3	27690
39914	50.6	116161
53391	51.7	181189
40875	50.4	108736
63717	43.7	205140
46736	40.6	77009
46961	38.9	112716
43820	43	42066
53786	45.2	192225
37815	45.5	23011
48762	53	173666
48259	38.5	123558
55406	52.4	191167
49369	43.8	146922
61416	51.8	193271
44569	45.1	53921
44290	41.7	109960
51073	42.8	176855
33779	64.3	33063
38861	37.3	32108
41488	39.7	31345
57959	49.1	214415
49647	49.2	130640
40865	44.5	76616
43045	42.2	79309
59126	45.5	173981
70419	48.5	314208
76781	49.6	295525
56103	44	157008
57983	45.5	221657
47628	36.2	57165
49867	39.8	121422
65022	48.7	196569
56329	38	103856
48507	34.3	63365
43407	31.8	67091
51821	42	153846
75722	47.7	275285
71177	43.3	282879
53406	39.1	151265
47820	33.6	105922
45362	39.3	23341
48083	35.6	144177
91126	42.5	485843
70378	47.2	289676
69025	49.4	200073
36958	35.2	39552
46566	36.7	100940
52146	35.8	104162
38215	33.8	15504
47116	34.4	145617
43455	36.1	123427
37246	29.5	26117
34357	32.5	12068
38865	39.7	11988
41957	31.5	64227
36618	31.7	28052
27602	34.3	19936
56392	46.9	217148
61509	46.9	152293
51017	45.3	124292
43525	45.2	86889
58169	42.7	186621
58406	42.3	182335
43142	49.5	108723
44225	41.6	135256
43550	45.5	114233
62686	47.5	128944
32338	33.5	12139
49477	47.5	110429
48827	33.6	78396
52317	49.1	174526
43470	50.1	132767
43754	49.1	141168
54994	52.2	193904
41899	36.9	57233
63793	41	152205
55104	45	167681
50708	50.9	152745
57941	46.9	186745
55687	41.7	178176
44131	43.6	116278
56258	46.3	166414
57598	46.3	256313
66613	49.5	252888
47125	44.3	151876
45098	50.5	110729
35962	40.2	44890
27851	34.7	11890
46926	41.9	92289
28826	47.4	16344
53936	55.4	213807
44567	42	74000
54065	44.6	93633
0	32.8	0
32193	42.2	14949
46999	55.3	79136
44697	41.8	81481
54396	50.6	210517
48489	49.6	138108
48346	47.2	168241
59185	47.5	193128
56780	46.3	175610
53590	54.4	152864
39515	39.4	76806
44715	45.6	117727
52509	43.7	71640
53022	44.5	183706
43162	38.4	52057
42619	43.9	51264
50939	44.7	124013
51047	48.3	167439
62338	39.5	174074
45218	44.6	57617
66314	43.4	261365
59266	43.5	182865
50525	36.6	160492
42706	34.3	66923
47306	42.4	55106
43694	33.7	25210
52303	40	158226
48528	45.1	83185
59660	38.2	174637
66546	45	297050
52186	43.3	169586
52038	41.8	183119
58784	43.9	254328
49047	41	146055
50816	47.7	174046
59868	41	159770
87555	47.3	335980
88301	47.8	446409
65600	41.7	276952
55935	41.6	210485
42796	48.5	100907
47151	45.9	121212
57489	50.4	198813
53773	52.1	176653
43674	50.9	117251
47288	42.5	106406
56734	49.3	207544
51321	50	187203
44714	46.8	135972
31100	29	11466
36723	45.5	50817
51169	36.2	169093
40267	36.9	85228
55750	39.4	190154
44357	39.3	90466
43843	46.6	128416
42611	37.1	80003
37557	45	45433
41323	35.6	91795
37032	50.5	54362
46868	41.6	158453
41942	47.3	113199
26578	29	10545
39012	34.8	65444
36728	41.3	64069
46739	38	152161
41706	37.8	80997
36580	39.5	47616
39191	36.6	96336
32340	28.6	13571
37092	33.2	64496
45188	31.3	75680
42284	34.3	103136
39545	34.2	33470
41149	33.3	56475
44222	34.5	59735
40771	38.4	91420
39289	35.1	22931
40166	35.3	84308
27699	28.4	11048
36132	35.2	50600
49774	30.6	64122
66701	37.4	263211
55860	38.6	213733
44949	31.8	21374
42626	37.9	33810
51652	45.1	86290
65260	42.6	178873
63307	46.9	311946
56140	39.4	190753
46089	31.3	23886
51045	40.7	180125
70043	41.1	208354
44686	36.7	100518
56345	36.5	116798
53896	38	123625
47576	28.2	14211
50101	37.5	123860
61669	37.7	206372
60661	39.9	166652
53482	37.6	149279
50770	36.3	58969
51238	39.6	87375
50678	36.3	126688
48615	37.5	54899
50615	35.7	86949
51287	36.4	121404
49766	37.5	119272
56447	37	162678
66909	39.2	217659
49295	38.7	100000
49539	51.1	18040
40762	32.7	60018
58660	37.2	140188
33282	23.9	10332
58752	39.4	122804
38197	27	24195
22673	25	8647
31006	33.1	10845
40691	19.8	20712
33180	30.1	20619
37037	28.8	43849
31800	28.5	14622
46736	36.8	108017
49356	35	155210
35647	33.4	16367
31573	35.6	24749
38402	36.4	89412
33867	36.2	36864
47322	35.6	113542
40742	34.2	80921
37837	36.7	58723
52984	35.6	167924
44440	35.4	102543
39077	38.7	50000
37137	37.5	56042
38739	34.8	59154
35337	32	38314
34890	34.2	60761
31688	35.9	37647
25767	29.1	9711
42062	35.8	82925
24861	23.1	9065
30601	29.9	9192
30870	35.3	10706
35166	27.6	10378
46930	32.5	62666
40547	38.6	37193
47341	37.3	107086
39148	42.1	31292
27904	29.1	9369
36301	54.6	12788
51798	36.4	124804
63779	44.1	104850
62636	41.7	273059
79340	43.3	252026
70371	37.2	57425
134093	44.6	500001
86519	44.7	486397
97939	40.5	291767
71234	34.3	28083
82978	58.1	359203
39961	29.9	44431
38480	26	12525
43357	31.1	13753
54754	29	55248
63849	27	37587
53128	29.5	23929
78888	48.2	453763
74524	38.7	208449
64139	41.6	183838
47565	38.9	112955
32181	35	26527
34236	37.8	18446
52951	34	163946
51038	39.6	140012
45602	35.2	110551
38817	35.5	61127
36887	31.4	35233
38844	35.7	73209
44116	35.5	89758
37389	30.6	29437
47007	34.7	116892
44081	39	64376
32283	27.8	11675
44724	32.6	87660
44292	32.3	31954
48710	38.9	126724
36603	39.7	12429
43718	40.7	105973
33359	36.1	12620
51141	35.5	120298
40284	34.9	37879
31500	33.8	12738
35102	29.2	15000
49647	34.7	96431
41313	35.4	59292
54980	48	177195
42239	45.1	109839
56310	35	110742
44664	37.1	112605
46757	34.4	71712
39469	35.1	119206
37511	32.7	27722
37804	31.5	11649
32394	26.4	12331
39214	30	21842
33157	48.2	25466
29209	32.9	9991
